,id_sentence,text,id_tale,Y_1,Y_2,Y_3,Y_vote,target
1113,1114,“แล้วทีนี้จะกินหญ้าได้หรือยังล่ะ จะได้มีนมไปทำเนย”,20,0,0,0,0,1
1114,1115,เจ้าโฟแลตลังเลอยู่ครู่หนึ่งก่อนจะตอบว่า “คืออย่างนี้นะจ๊ะ ตอนที่เด็กๆ คุยกันถึงน้ำอัดลม เขายังเล่าถึงร้านที่ไปด้วยว่าสวยมากๆ ฉันก็เลยอยากไปบ้างน่ะจ้ะ”,20,0,1,0,0,0
1115,1116,“อะไรนะ!” เจ้าของฟาร์มตกใจ พอเห็นท่าทางผิดหวังของเจ้าแพะ,20,-1,-1,-1,-1,1
1116,1117,เขาก็ลูบหลังมันแล้วพูดว่า “ฉันคงพาเจ้าไปไม่ได้หรอกนะ เพราะไม่มีใครเขาพาแพะไปนั่งกินน้ำอัดลมในร้านอาหารกันหรอก เสียใจด้วยนะ”,20,-1,0,-1,-1,0
1117,1118,พอถึงเวลาอาหารค่ำ เจ้าของฟาร์มก็เล่าเรื่องนี้ให้ภรรยาของเขาฟัง,20,0,0,0,0,1
1118,1119,แล้วเธอก็พูดขึ้นว่า “ทำไมคุณถึงไม่พามันไปล่ะ น่าสนุกดีออก”,20,1,1,1,1,1
1119,1120,เจ้าของฟาร์มมองภรรยาของเขาอย่างแปลกใจ,20,0,0,1,1,0
1120,1121,“เธอนี่ก็แปลกพอๆ กับเจ้าโฟแลตเลย ใครที่ไหนเขาจะให้เราเอาแพะเข้าไปในร้านอาหารของเขาล่ะ”,20,0,0,1,1,0
1121,1122,“ทำไมจะไม่ได้ล่ะ คุณเคยเอาไปหรือ ก็ทีสุนัขยังเข้าได้ แล้วทำไมแพะถึงเข้าไม่ได้ เจ้าโฟแลตน่ะเรียบร้อยยิ่งกว่าสุนัขอีกนะ”,20,-1,0,1,1,0
1122,1123,ดังนั้นเจ้าของฟาร์มจึงต้องยอมทำตามความเห็นของภรรยา,20,0,1,0,0,0
1123,1124,วันอาทิตย์ต่อมา เจ้าโฟแลตจึงได้ขึ้นรถไปกับทุกคนด้วย,20,0,0,0,0,1
1124,1125,เมื่อไปถึง ภรรยาของเจ้าของฟาร์มก็จูงมันเดินนำเข้าไปในร้าน,20,0,0,0,0,1
1125,1126,พนักงานเห็นแพะเข้ามาในร้านก็ทำท่างง,20,0,0,0,0,1
1126,1127,เธอจึงถามเขาว่า “นี่พ่อหนุ่ม ฉันเอาแพะเข้ามากินอาหารด้วยได้ไหม”,20,0,0,0,0,1
1127,1128,“เอ่อ...อะไรนะครับ” พนักงานยังงงไม่หาย,20,0,0,0,0,1
1128,1129,“แพะไง รู้จักไหม ฉันจะเอาแพะเข้ามาได้ไหม,20,0,0,0,0,1
1129,1130,มันเรียบร้อยมากเลยนะ,20,0,1,1,1,0
1130,1131,ไม่ต้องกลัวว่าจะทำวุ่นวายหรอก”,20,0,1,1,1,0
1131,1132,พนักงานหนุ่มเห็นเจ้าโฟแลตยืนนิ่งเรียบร้อยก็เลยตัดสินใจว่า “ถ้าอย่างนั้นเชิญทางนี้เลยครับ ตรงโต๊ะริมน้ำ”,20,0,1,1,1,0
1132,1133,ดังนั้นเจ้าโฟแลตจึงได้กินน้ำอัดลมในร้านที่อยู่ริมแม่น้ำเหมือนอย่างที่ฝัน,20,0,1,0,0,0
1133,1134,พอลูกค้าคนอื่นๆ เห็นแพะก็พากันมองดูอย่างแปลกใจ บางคนก็มาขอถ่ายรูป คนที่ผ่านไปผ่านมาก็เข้ามาดู วันนั้นจึงมีลูกค้าแน่นร้านไปหมด,20,0,0,1,1,0
1134,1135,“วันนี้ผมไม่คิดเงินพวกคุณนะครับ เพราะเจ้าแพะตัวนี้ ร้านของเราจึงมีลูกค้าเต็มไปหมด แล้วคราวหน้าพามันมาอีกนะครับ”,20,1,1,1,1,1
1135,1136,ดังนั้นเจ้าโฟแลตจึงได้ไปกินน้ำอัดลมกับครอบครัวนี้ทุกอาทิตย์เลย,20,1,1,0,0,0
1136,1137,พรวิเศษจากนกน้อย,21,1,1,0,0,0
1137,1138,ฟรองซัวส์ เลอ เกลาเอค,21,0,0,0,0,1
1138,1139,เช้าวันหนึ่งหลังจากหิมะตกหนักมาตลอดทั้งคืน กามีย์รีบตื่นมาเตรียมตัวออกไปเล่นกับเพื่อนๆ,21,0,0,1,1,0
1139,1140,“แม่จ๋า! หนูออกไปเล่นกับเพื่อนนะ”,21,0,0,1,1,0
1140,1141,เธอตะโกนบอกแม่ก่อนจะวิ่งตื๋อออกไปรวมกับเด็กอื่นๆ ที่กำลังเล่นปาหิมะกันอย่างสนุกสนานบนถนน ซึ่งตอนนี้กลายเป็นสนามเด็กเล่นไปแล้ว,21,1,1,1,1,1
1141,1142,“กามีย์!” ใครคนหนึ่งตะโกนเรียก,21,0,0,0,0,1
1142,1143,พอเธอหันไปก็ถูกปาด้วยหิมะก้อนเบ้อเริ่ม,21,0,-1,0,0,0
1143,1144,จูเลียนเพื่อนของเธอหัวเราะชอบใจ “ฮ่า ฮ่า ฮ่า โดนเต็มหน้าเลย”,21,1,1,1,1,1
1144,1145,กามีย์รีบโกยหิมะแล้วขว้างกลับไป,21,0,0,0,0,1
1145,1146,พวกเด็กๆ เล่นทำสงครามหิมะกันอย่างสนุกสนาน แต่ไม่นานก็เริ่มรู้สึกหนาว,21,1,1,1,1,1
1146,1147,ทั้งหมดจึงตกลงกันว่าจะไปผิงไฟที่บ้านของจูเลียน,21,0,0,0,0,1
1147,1148,ระหว่างที่กำลังเดินไปยังบ้านของจูเลียน กามีย์ก็ได้ยินอะไรบางอย่างจึงหยุดเดิน,21,0,0,0,0,1
1148,1149,“หยุดทำไมล่ะกามีย์ รีบไปเถอะ หนาวจะแย่อยู่แล้ว” จูเลียนบอก,21,-1,-1,0,0,0
1149,1150,“ฉันได้ยินเสียงอะไรบางอย่าง เธอไม่ได้ยินเหรอ” กามีย์ว่า,21,0,0,0,0,1
1150,1151,“เสียงอะไรไม่เห็นได้ยินเลย ไปกันเถอะ ฉันอยากดื่มโกโก้ร้อนๆ กับขนมปังแสนอร่อยฝีมือแม่จะแย่อยู่แล้ว” จูเลียนเร่ง,21,1,1,0,0,0
1151,1152,“นั่นไง ฟังสิ” กามีย์ยังยืนนิ่ง,21,0,0,0,0,1
1152,1153,“จิ๊บ จิ๊บ” เสียงนั้นดังขึ้น,21,0,0,0,0,1
1153,1154,“จริงด้วย มีเสียงจากตรงนั้น” จูเลียนพูดพลางชี้มือไปที่ใต้ต้นไม้,21,0,0,1,1,0
1154,1155,แล้วพวกเด็กๆ ก็พากันเดินไปดู,21,0,0,0,0,1
1155,1156,“อยู่ตรงนี้เอง โถ...เจ้านกที่น่าสงสาร คงจะหนาวมากสินะ” กามีย์พูดพลางถอดหมวกไหมพรมของตัวเองออกมาคลุมตัวมันไว้,21,-1,-1,0,0,0
1156,1157,“ไปหาคุณปู่กันเถอะ คุณปู่ต้องช่วยมันได้แน่ๆ” จูเลียนพูด,21,0,1,1,1,0
1157,1158,ปู่ของจูเลียนเป็นคนเลี้ยงแกะที่เก่งมาก,21,1,1,1,1,1
1158,1159,เวลามีสัตว์บาดเจ็บ,21,0,-1,-1,-1,0
1159,1160,ชาวบ้านก็มักจะพามาให้คุณปู่รักษา,21,0,1,0,0,0
1160,1161,“ต้องให้มันนอนในกล่องที่ปูด้วยฟาง มันถึงจะอุ่นสบาย” คุณปู่บอกเด็กๆ เมื่อไปถึง,21,1,1,1,1,1
1161,1162,กามีย์จึงไปหากล่องเล็กๆ มาใส่ฟางแล้ววางนกน้อยลงไป,21,0,0,0,0,1
1162,1163,“หนูจะเลี้ยงมันจนโตเลย” กามีย์บอก,21,0,1,1,1,0
1163,1164,“แต่ปู่ว่าเราช่วยกันรักษามันให้หาย แล้วปล่อยมันกลับไปอยู่กับครอบครัวตามธรรมชาติดีกว่าไหม” คุณปู่บอก,21,0,0,1,1,0
1164,1165,“ก็ได้ค่ะ หนูจะรักษามันให้หาย แล้วก็ปล่อยมันไป”,21,0,1,0,0,0
1165,1166,“ถ้าอย่างนั้นก็ให้เจ้านกอยู่ที่นี่ก่อน ปู่จะได้ช่วยดูแล”,21,0,1,0,0,0
1166,1167,วันรุ่งขึ้น กามีย์รีบไปดูนกน้อยแต่เช้า “เป็นยังไงบ้างเจ้านก สบายดีหรือยัง”,21,1,1,1,1,1
1167,1168,เธอพูดพลางลูบขนอันอ่อนนุ่มของเจ้านกเบาๆ,21,0,1,0,0,0
1168,1169,“เกือบจะหายดีแล้วล่ะ ขอบใจเธอมากเลยนะที่ช่วยฉันไว้” มีเสียงตอบเธอ,21,1,1,1,1,1
1169,1170,กามีย์ตกใจมาก,21,-1,-1,-1,-1,1
1170,1171,“เธอ...เธอพูดได้เหรอ”,21,0,0,0,0,1
1171,1172,“ได้สิ ทำไมจะไม่ได้ล่ะ” เจ้านกว่า,21,0,0,0,0,1
1172,1173,“ฉันไม่เคยเห็นนกตัวไหนพูดได้มาก่อนเลย อย่างมากก็พูดประโยคซ้ำๆ ที่มีคนฝึกให้พูด ไม่ใช่พูดโต้ตอบกับมนุษย์อย่างนี้” กามีย์บอก,21,0,0,0,0,1
1173,1174,“ก็เพราะเธอไม่เคยคิดที่จะคุยกับพวกฉันมากกว่าน่ะสิ สิ่งมีชีวิตทุกอย่างบนโลกนี้ล้วนมีภาษาของตัวเอง เพียงแต่พยายามฟัง เธอก็จะได้ยิน” เจ้านกอธิบาย,21,0,0,0,0,1
1174,1175,“แล้วเธอชื่ออะไรล่ะ” กามีย์ถาม,21,0,0,0,0,1
1175,1176,“ซิลแวง แล้วเธอล่ะ” มันถามบ้าง,21,0,0,0,0,1
1176,1177,“ฉันชื่อกามีย์”,21,0,0,0,0,1
1177,1178,“ฉันเคยเห็นเธอหลายครั้งแล้วล่ะ ตอนที่เธอเอาอาหารไปให้พวกนกที่หิวโหยน่ะ เธอเป็นเด็กดีมากนะ,21,1,1,1,1,1
1178,1179,และเพื่อเป็นการตอบแทนที่เธอช่วยฉันไว้ ฉันจะให้เธอขอพรวิเศษได้สามข้อ” เจ้านกซิลแวงบอก,21,1,1,1,1,1
1179,1180,“เธอจะทำได้ยังไง ในเมื่อเธอเป็นแค่นกเล็กๆ ตัวหนึ่งเท่านั้น” กามีย์สงสัย,21,0,0,0,0,1
1180,1181,“แล้วใครบอกเธอล่ะว่าฉันเป็นแค่นกธรรมดา ฉันเป็นเทวดานะ เดี๋ยวจะแปลงร่างให้ดู” ซิลแวงพูด,21,0,1,0,0,0
1181,1182,ทันใดนั้น! เจ้านกน้อยก็กลายเป็นเด็กผู้ชายสวมเสื้อหนังกับกางเกงยีนขาดๆ,21,0,0,0,0,1
1182,1183,“โอ้โฮ! แต่งตัวอย่างกับนักร้องวงร็อก ไม่เห็นเหมือนเทวดาในหนังสือนิทานเลย” กามีย์แปลกใจ,21,1,1,1,1,1
1183,1184,“ฉันเป็นเทวดารุ่นใหม่นะ จะให้แต่งตัวเชยๆ เหมือนเมื่อก่อนได้ยังไงล่ะ”,21,0,0,0,0,1
1184,1185,“แล้วฉันขออะไรได้บ้างล่ะ” กามีย์ถาม,21,0,0,0,0,1
1185,1186,“อะไรก็ได้ที่เธอต้องการ” เขาบอก,21,0,0,0,0,1
1186,1187,“อืม...คิดได้อย่างหนึ่งแล้ว แต่ไม่รู้ว่าเธอจะทำได้หรือเปล่านะ”,21,0,0,0,0,1
1187,1188,“ก็ลองบอกมาก่อนสิ”,21,0,0,0,0,1
1188,1189,“ฉันอยากให้เธอช่วยซ่อมหลังคาบ้านของคุณปู่ให้หน่อยน่ะ เพราะมันเก่ามากแล้วและที่หลังคาก็มีรูรั่วตั้งหลายรู เวลาฝนหรือหิมะตก คุณปู่จะลำบากมาก”,21,-1,-1,-1,-1,1
1189,1190,“เรื่องแค่นี้เอง สบายมาก เดี๋ยวเธอคอยดูนะ” แล้วซิลแวงก็เริ่มร่ายมนต์ “อะบราคะดา เทพธิดาพ่อมด ที่มีทั้งหมด จงมาทันที”,21,0,1,1,1,0
1190,1191,ทันใดนั้นก็มีควันสีขาวลอยขึ้นรอบตัวของเขา พอกามีย์มองไปที่บ้านของคุณปู่ก็พบว่ามีเทวดา และนางฟ้ามากมายกำลังช่วยกันซ่อมแซมหลังคาบ้านของคุณปู่อย่างตั้งอกตั้งใจ เวลาผ่านไปไม่นานทุกอย่างก็เรียบร้อย,21,1,1,1,1,1
1191,1192,“โอ้โฮ! ไม่น่าเชื่อเลย ฉันไม่คิดเลยว่าจะมีเทวดานางฟ้าอยู่จริงๆ” กามีย์บอกอย่างตื่นเต้น,21,1,1,1,1,1
1192,1193,แต่พอเธอหันมาที่ซิลแวงก็ปรากฏว่าเขากลายร่างกลับไปเป็นนกน้อยเหมือนเดิมแล้ว,21,0,0,0,0,1
1193,1194,“ขอบใจนะซิลแวง” เธอพูดพลางลูบขนมันเบาๆ,21,1,1,1,1,1
1194,1195,วันต่อมากามีย์ก็ไปหาซิลแวงอีก “สวัสดีซิลแวง” เธอทัก,21,0,0,0,0,1
1195,1196,แต่เจ้านกน้อยกลับนอนนิ่ง,21,0,0,0,0,1
1196,1197,“เป็นอะไรไปซิลแวง ทำไมเธอดูเหมือนป่วยหนักอย่างนี้ล่ะ,21,-1,-1,-1,-1,1
1197,1198,เมื่อวานยังดูแข็งแรงอยู่เลย”,21,1,1,1,1,1
1198,1199,กามีย์เริ่มร้องไห้เพราะกลัวว่าเจ้านกน้อยจะเป็นอะไรไป,21,-1,-1,-1,-1,1
1199,1200,“ร้องไห้ทำไม กามีย์” เสียงของนกตัวหนึ่งที่กำลังบินเข้ามาพูดขึ้น,21,-1,-1,-1,-1,1
1200,1201,แล้วมันก็กลายร่างเป็นเทวดาน้อยซิลแวง,21,0,1,0,0,0
1201,1202,“ฉันนึกว่านกตัวนี้เป็นเธอ ฉันเรียกแล้วมันไม่ตอบก็เลยนึกว่าเธอเป็นอะไรไปแล้ว”,21,-1,0,0,0,0
1202,1203,“นี่เพื่อนฉันเอง ฉันเห็นเขานอนหนาวอยู่ข้างนอกก็เลยพามาที่นี่” ซิลแวงอธิบายก่อนจะถามต่อ,21,-1,0,0,0,0
1203,1204,“แล้วเธอคิดออกหรือยังว่าจะขออะไรอีกสองข้อ”,21,0,0,0,0,1
1204,1205,“ฉันคิดได้แล้วล่ะ แต่ข้อนี้ยากกว่าข้อแรกอีกนะ ไม่รู้ว่าเธอจะทำได้หรือเปล่า” กามีย์บอก,21,-1,-1,0,0,0
1205,1206,“บอกมาสิ แล้วฉันจะลองดู”,21,0,0,0,0,1
1206,1207,“อีกไม่กี่วันก็จะถึงวันคริสต์มาส ฉันอยากให้เด็กๆ ได้ของขวัญจากซานตาคลอสกันทุกคนเลย” เธอบอกความต้องการ,21,1,1,0,0,0
1207,1208,“ยากเหมือนกันนะข้อนี้” ซิลแวงบอกก่อนจะร่ายมนต์,21,-1,-1,0,0,0
1208,1209,“อะบราคาดา ท่านซานต้าอยู่ไหน รีบมาเร็วไว ขอให้ช่วยที” ทันใดนั้นซานตาคลอสก็ปรากฏตัวขึ้น,21,0,1,1,1,0
1209,1210,“สวัสดีจ้ะหนูน้อย มีอะไรให้ฉันช่วยหรือจ๊ะ” เขาถามกามีย์,21,0,1,1,1,0
1210,1211,“คือหนูอยากให้เด็กทุกคนได้ของขวัญคริสต์มาสน่ะค่ะ พวกเขาจะได้มีความสุข” กามีย์พูด,21,1,1,1,1,1
1211,1212,“ฉันก็อยากให้เป็นอย่างนั้นเหมือนกัน แต่ลำพังฉันคนเดียวก็คงไปแจกของขวัญให้เด็กทุกคนไม่ไหว เรื่องนี้คงต้องให้เทวดาน้อยช่วยแล้วล่ะ” ซานตาคลอสพูดพลางหันไปมองซิลแวง,21,-1,1,1,1,0
1212,1213,“ถ้าอย่างนั้นผมไปบอกเพื่อนๆ ให้มาช่วยคุณลุงแล้วกันนะครับ” ซิลแวงบอกก่อนที่จะกลายร่างเป็นนกแล้วบินไป,21,0,1,1,1,0
1213,1214,พอกามีย์หันไปเพื่อจะพูดกับซานตาคลอสก็ปรากฏว่าเขาหายไปแล้ว กามีย์จึงกลับบ้าน,21,0,0,0,0,1
1214,1215,สามวันต่อมาเป็นวันคริสต์มาส กามีย์มาหาซิลแวงแต่เช้า,21,0,1,0,0,0
1215,1216,“ฉันจะมาขอพรข้อสุดท้าย” เธอรีบบอก,21,1,0,1,1,0
1216,1217,“ว่ามาเลย” ซิลแวงพูด,21,0,0,0,0,1
1217,1218,“ฉันขอให้ทุกคนในครอบครัวของฉันมีความสุขตลอดไป” เธอบอก,21,1,1,1,1,1
1218,1219,ซิลแวงได้ฟังก็ยิ้มแล้วพูดขึ้นว่า “ฉันว่าเรื่องนี้ฉันคงไม่ต้องใช้อำนาจวิเศษอะไรช่วยหรอกนะ,21,1,1,1,1,1
1219,1220,เพราะทุกอย่างขึ้นอยู่กับตัวของเธอเอง เธอคงรู้นะว่าทำอย่างไรคนรอบข้างของเธอจึงจะมีความสุข” พูดจบซิลแวงก็กลายร่างเป็นกน้อยแล้วบินจากไป,21,1,1,1,1,1
1220,1221,กามีย์ยืนมองจนนกน้อยบินลับตาไปแล้วก็กลับบ้าน,21,0,0,0,0,1
1221,1222,และตั้งแต่นั้นเป็นต้นมา กามีย์ก็ไม่ได้พบซิลแวงอีกเลย แต่เธอก็ยังจดจำนกน้อยที่แสนวิเศษนั้นได้ไม่มีวันลืม,21,1,1,1,1,1
1222,1223,ผีน้อยลูแตง,22,0,0,0,0,1
1223,1224,ปิแอร์ ซาฟร์,22,0,0,0,0,1
1224,1225,จิมกับจอห์นเป็นพี่น้องฝาแฝด ทั้งสองอาศัยอยู่กับคุณยายมาตั้งแต่เล็กๆ,22,0,0,0,0,1
1225,1226,คุณยายรักหลานสองคนนี้มาก ท่านพยายามสอนให้พวกเขาเป็นเด็กที่มีความรับผิดชอบและขยันหมั่นเพียร,22,1,1,1,1,1
1226,1227,แต่จิมกับจอห์นมักจะห่วงเล่น ไม่ค่อยช่วยคุณยายทำงาน คุณยายจึงต้องทำงานหนักอยู่คนเดียว ไม่นานท่านก็ล้มป่วยลง,22,-1,-1,-1,-1,1
1227,1228,เมื่อไม่มีคุณยายคอยทำอะไรๆ ให้จิมกับจอห์นก็เริ่มลำบาก พวกเขาไม่มีอาหารกิน ไม่มีเสื้อผ้าสะอาดๆ ใส่ และบ้านก็เริ่มรกมากขึ้นทุกที,22,-1,-1,-1,-1,1
1228,1229,ในที่สุดเด็กทั้งสองก็ตัดสินใจว่าต้องทำอะไรสักอย่าง เพื่อจัดการกับปัญหาที่เกิดขึ้น,22,0,1,0,0,0
1229,1230,พวกเขาพากันไปปรึกษาเพื่อนคนหนึ่งซึ่งเป็นนักดนตรีตาบอด เมื่อเล่าเรื่องทั้งหมดให้ฟัง,22,0,0,0,0,1
1230,1231,เพื่อนคนนั้นก็พูดว่า “ทำไมพวกเจ้าไม่ไปขอให้ลูแตงช่วยล่ะ”,22,0,0,0,0,1
1231,1232,“ลูแตงคืออะไรเหรอ” จิมถาม,22,0,0,0,0,1
1232,1233,“ก็คือผีน้อยที่จะมาช่วยเราทำงานในตอนกลางคืน แล้วก็หายไปตอนพระอาทิตย์ขึ้นน่ะสิ” เพื่อนคนนั้นบอก,22,0,0,0,0,1
1233,1234,“แล้วเราจะไปหาเขาได้ที่ไหนล่ะ” จอห์นถาม,22,0,0,0,0,1
1234,1235,“ฉันก็ไม่รู้เหมือนกัน แต่ถ้าเจ้าลองไปถามนกเค้าแมวที่อยู่ที่หอคอยร้างดู มันอาจจะรู้ก็ได้” เขาตอบ,22,0,0,0,0,1
1235,1236,ดังนั้นในตอนค่ำ สองพี่น้องฝาแฝดจึงออกจากบ้านเพื่อไปที่หอคอยร้าง บรรยากาศรอบๆ ตัวน่ากลัวมาก มืดและเงียบสนิท,22,-1,-1,-1,-1,1
1236,1237,เมื่อไปถึงพวกเขาก็พบนกเค้าแมวตัวหนึ่ง,22,0,0,0,0,1
1237,1238,“สะ...สวัสดีครับท่านนกเค้าแมว” พวกเขาทักมันอย่างกลัวๆ,22,0,0,-1,-1,0
1238,1239,“เธอมาทำอะไรกันมืดๆ อย่างนี้” นกเค้าแมวถาม,22,-1,-1,0,0,0
1239,1240,“พวกเรามีเรื่องอยากให้ท่านช่วยหน่อยน่ะครับ”,22,0,0,1,1,0
1240,1241,“คงจะเป็นเรื่องสำคัญมากสินะ ถึงทำให้พวกเจ้ามาที่นี่ได้ ลองบอกให้ข้าฟังหน่อยซิ” นกถาม,22,0,1,0,0,0
1241,1242,“คือพวกเราอยากพบผีน้อยลูแตงน่ะครับ เราอยากให้เขาไปช่วยเราทำงานบ้าน,22,0,1,0,0,0
1242,1243,เพราะตอนนี้คุณยายไม่สบายมาก เราจึงต้องทำงานทุกอย่างกันเอง” จอห์นบอก,22,-1,-1,-1,-1,1
1243,1244,“เรื่องนี้เอง งั้นเดี๋ยวข้าจะบอกคาถาเรียกเจ้าผีน้อยให้ฟังนะ จำให้ดีล่ะ” นกเค้าแมวยิ้มแล้วพูด,22,1,1,0,0,0
1244,1245,“ออกมาเถิดผีน้อยผู้น่ารัก ออกมาจากบึงนี้ ฉันเห็น...” มันพูดแค่นั้นแล้วก็หยุด,22,1,0,1,1,0
1245,1246,“เห็นอะไรครับ” จิมถาม,22,0,0,0,0,1
1246,1247,“ข้าบอกเจ้าไปหมดแล้ว ต่อไปนี้ก็เป็นเรื่องของเจ้าที่จะต้องจัดการเอง ไปท่องคาถานี้ที่บึงน้ำนั่น แล้วเจ้าก็จะพบคำตอบ” พูดจบมันก็บินจากไป,22,0,0,0,0,1
1247,1248,จิมกับจอห์นจึงไปที่บึงแล้วทำตามที่เจ้านกบอก “ออกมาเถิดผีน้อยผู้น่ารัก ออกมาจากบึงนี้ ฉันเห็น...”,22,1,1,0,0,0
1248,1249,พวกเขาท่องคาถาพร้อมกัน แต่ก็ไม่มีอะไรเกิดขึ้น,22,0,0,0,0,1
1249,1250,“เจ้านกเค้าแมวนั่นต้องหลอกเราแน่ๆ” จอห์นโวยวาย แล้วทั้งสองก็เดินกลับไปหานกเค้าแมว,22,-1,-1,-1,-1,1
1250,1251,“เจ้านกโกหก ไม่เห็นจะมีผีที่ไหนสักตัว”จอห์นว่าเจ้านก,22,-1,-1,-1,-1,1
1251,1252,“พวกเจ้าทำตามที่ข้าบอกหรือเปล่า” มันถาม,22,0,0,0,0,1
1252,1253,“พวกเราทำตามที่ท่านบอกทุกอย่างนั่นแหละ แต่ไม่เห็นจะมีอะไรเกิดขึ้นเลย” จิมบอก,22,0,0,0,0,1
1253,1254,“แล้วเจ้าก้มลงไปดูในน้ำหรือเปล่า” เจ้านกถาม,22,0,0,0,0,1
1254,1255,เด็กทั้งสองพยักหน้าตอบ “ก็เห็นแต่หน้าเราสองคนน่ะสิ ถามได้”,22,0,0,0,0,1
1255,1256,จอห์นตอบอย่างโกรธๆ,22,-1,-1,-1,-1,1
1256,1257,เจ้านกได้ฟังก็หัวเราะชอบใจ,22,1,1,1,1,1
1257,1258,“ก็นั่นไงล่ะ พวกเจ้าก็ได้เห็นหน้าผีน้อยลูแตงแล้วนี่ ยังมาว่าข้าอีกทำไม” พูดจบมันก็บินหนีไป,22,0,1,-1,-1,0
1258,1259,วันรุ่งขึ้น คุณยายอาการดีขึ้นมากเพราะได้นอนพักผ่อนเต็มที่,22,1,1,1,1,1
1259,1260,แต่เมื่อลุกขึ้นมาเพื่อจะทำงานคุณยายก็ต้องประหลาดใจมากเมื่อพบว่าทุกอย่างในบ้านเป็นระเบียบร้อยหมดแล้ว,22,1,1,1,1,1
1260,1261,“เกิดอะไรขึ้นนี่ ทำไมบ้านถึงเรียบร้อยอย่างนี้ ต้องเป็นฝีมือของผีน้อยลูแตงแน่ๆ เลย”,22,1,1,1,1,1
1261,1262,แล้วคุณยายก็ค่อยๆ เดินไปที่ห้องของหลานทั้งสอง,22,0,0,0,0,1
1262,1263,พวกเขากำลังนอนหลับสนิทเพราะความเหนื่อยอ่อน มีเพียงเขาสองคนเท่านั้นที่รู้ว่าเกิดอะไรขึ้น,22,1,0,1,1,0
1263,1264,หงส์ขนทอง,23,0,1,0,0,0
1264,1265,ฌานีน กอลลิเอ,23,0,0,0,0,1
1265,1266,กาลครั้งหนึ่งในทะเลสาบที่สวยงาม มีหงส์ที่หลงตัวเองตัวหนึ่ง,23,-1,1,-1,-1,0
1266,1267,มันชอบดูถูกสัตว์อื่นๆ ว่าต่ำต้อยกว่าตน เพราะมันสืบเชื้อสายมาจากตระกูลหงส์ที่สูงศักดิ์ในสมัยโบราณ,23,-1,-1,-1,-1,1
1267,1268,คืนหนึ่งหงส์ผู้เย่อหยิ่งสังเกตเห็นขนทองคำเส้นหนึ่งงอกออกมาตรงปลายปีก พอวันรุ่งขึ้นก็พบอีกเส้นหนึ่งที่คอ และวันต่อมาก็พบอีกเส้นหนึ่งที่ปลายหาง,23,-1,0,1,1,0
1268,1269,เชื่อไหมว่ามันไม่รู้สึกแปลกใจสักนิดเดียว เพราะมันคิดว่ามันสมควรจะได้รับสิ่งเหล่านี้อยู่แล้ว และยิ่งกว่านั้นมันกลับกำลังรอว่าเมื่อใดจะมีมงกุฎงอกขึ้นบนหัวเสียที,23,-1,1,1,1,0
1269,1270,พวกนักท่องเที่ยวและชาวเมืองพากันมาดูหงส์ประหลาดสีทองอย่างตื่นเต้น,23,1,1,1,1,1
1270,1271,แต่ความจริงอย่างหนึ่งก็คือ ยิ่งขนทองงอกออกมาแทนขนขาวมากขึ้น หงส์ผู้ยิ่งใหญ่ก็ยิ่งมีน้ำหนักมากขึ้น ทำให้มันว่ายน้ำลำบาก,23,-1,1,0,0,0
1271,1272,พวกเป็ดมองดูพญาหงส์ผู้สูงศักดิ์อย่างแปลกใจเพราะมันลากตัวขึ้นบนตลิ่งและซ่อนตัวอยู่ใต้สะพาน,23,-1,1,1,1,0
1272,1273,ในที่สุด เมื่อขนขาวอันสุดท้ายเปลี่ยนเป็นทอง ขณะที่มันจุ่มหัวลงในน้ำเพื่อมองหาอาหาร หงส์ ผู้ยิ่งใหญ่ก็จมดิ่งลงไปก้นคลองทันที,23,-1,-1,0,0,0
1273,1274,เป็ดน้อยตัวหนึ่งเห็นเข้าก็รีบดำน้ำลงไปช่วยด้วยความเป็นห่วง,23,1,1,1,1,1
1274,1275,ตอนแรกเป็ดตัวอื่นก็ไม่อยากช่วยเจ้าหงส์ขนทอง แต่ไม่นานก็ใจอ่อน พวกมันช่วยกันดึงร่างเจ้าหงส์ขึ้นมาบนตลิ่ง,23,1,1,-1,-1,0
1275,1276,หงส์ทองนอนแผ่บนหญ้าเหมือนกับตายไปแล้ว ไม่นานมันก็ลืมตาขึ้น,23,-1,-1,-1,-1,1
1276,1277,เมื่อคิดทบทวนเหตุการณ์ครู่หนึ่ง เจ้าหงส์ก็สำนึกได้ว่ามันได้รับความช่วยเหลือจากผู้ที่มันเคยดูถูกเหยียดหยามมาก่อน,23,1,1,0,0,0
1277,1278,“ขอบใจเพื่อนรัก” มันพึมพำ เพราะไม่ถนัดที่จะทำตัวให้น่ารัก,23,1,1,1,1,1
1278,1279,“เจ้าต้องขอบใจเป็ดน้อยต่างหาก” เป็ดตัวอื่นๆบอกพลางบุ้ยใบ้ไปที่ผู้ช่วยชีวิตตัวน้อยซึ่งยืนเขินอยู่ห่างๆ,23,1,1,1,1,1
1279,1280,“เจ้านั่นน่ะหรือ” หงส์แปลกใจ,23,0,0,1,1,0
1280,1281,นึกขึ้นได้ว่าเจ้าตัวนี้เองที่มันเคยเกลียดที่สุด,23,-1,-1,-1,-1,1
