,id_sentence,text,id_tale,Y_1,Y_2,Y_3,target,consensus,processed
1261,1262,แล้วคุณยายก็ค่อยๆ เดินไปที่ห้องของหลานทั้งสอง,22,0,0,0,0,1,"['แล้ว', 'คุณยาย', 'ก็', 'ค่อยๆ', 'เดิน', 'ไป', 'ที่', 'ห้อง', 'ของ', 'หลาน', 'ทั้งสอง']"
1262,1263,พวกเขากำลังนอนหลับสนิทเพราะความเหนื่อยอ่อน มีเพียงเขาสองคนเท่านั้นที่รู้ว่าเกิดอะไรขึ้น,22,1,0,1,1,0,"['พวกเขา', 'กำลัง', 'นอน', 'หลับสนิท', 'เพราะ', 'ความ', 'เหนื่อยอ่อน', 'มี', 'เพียง', 'เขา', 'สอง', 'คน', 'เท่านั้น', 'ที่', 'รู้', 'ว่า', 'เกิด', 'อะไร', 'ขึ้น']"
1263,1264,หงส์ขนทอง,23,0,1,0,0,0,"['หงส์', 'ขน', 'ทอง']"
1264,1265,ฌานีน กอลลิเอ,23,0,0,0,0,1,"['ฌานีน', 'กอ', 'ลิ', 'เอ']"
1265,1266,กาลครั้งหนึ่งในทะเลสาบที่สวยงาม มีหงส์ที่หลงตัวเองตัวหนึ่ง,23,-1,1,-1,-1,0,"['กาล', 'ครั้งหนึ่ง', 'ใน', 'ทะเลสาบ', 'ที่', 'สวยงาม', 'มี', 'หงส์', 'ที่', 'หลงตัวเอง', 'ตัว', 'หนึ่ง']"
1266,1267,มันชอบดูถูกสัตว์อื่นๆ ว่าต่ำต้อยกว่าตน เพราะมันสืบเชื้อสายมาจากตระกูลหงส์ที่สูงศักดิ์ในสมัยโบราณ,23,-1,-1,-1,-1,1,"['มัน', 'ชอบ', 'ดูถูก', 'สัตว์', 'อื่นๆ', 'ว่า', 'ต่ำต้อย', 'กว่า', 'ตน', 'เพราะ', 'มัน', 'สืบเชื้อสาย', 'มาจาก', 'ตระกูล', 'หงส์', 'ที่', 'สูงศักดิ์', 'ใน', 'สมัยโบราณ']"
1267,1268,คืนหนึ่งหงส์ผู้เย่อหยิ่งสังเกตเห็นขนทองคำเส้นหนึ่งงอกออกมาตรงปลายปีก พอวันรุ่งขึ้นก็พบอีกเส้นหนึ่งที่คอ และวันต่อมาก็พบอีกเส้นหนึ่งที่ปลายหาง,23,-1,0,1,1,0,"['คืนหนึ่ง', 'หงส์', 'ผู้', 'เย่อหยิ่ง', 'สังเกตเห็น', 'ขน', 'ทองคำ', 'เส้น', 'หนึ่ง', 'งอก', 'ออกมา', 'ตรง', 'ปลาย', 'ปีก', 'พอ', 'วันรุ่งขึ้น', 'ก็', 'พบ', 'อีก', 'เส้น', 'หนึ่ง', 'ที่', 'คอ', 'และ', 'วัน', 'ต่อมา', 'ก็', 'พบ', 'อีก', 'เส้น', 'หนึ่ง', 'ที่', 'ปลาย', 'หาง']"
1268,1269,เชื่อไหมว่ามันไม่รู้สึกแปลกใจสักนิดเดียว เพราะมันคิดว่ามันสมควรจะได้รับสิ่งเหล่านี้อยู่แล้ว และยิ่งกว่านั้นมันกลับกำลังรอว่าเมื่อใดจะมีมงกุฎงอกขึ้นบนหัวเสียที,23,-1,1,1,1,0,"['เชื่อ', 'ไหม', 'ว่า', 'มัน', 'ไม่', 'รู้สึก', 'แปลกใจ', 'สัก', 'นิดเดียว', 'เพราะ', 'มัน', 'คิด', 'ว่า', 'มัน', 'สม', 'ควรจะ', 'ได้รับ', 'สิ่ง', 'เหล่านี้', 'อยู่แล้ว', 'และ', 'ยิ่งกว่านั้น', 'มัน', 'กลับ', 'กำลัง', 'รอ', 'ว่า', 'เมื่อใด', 'จะ', 'มี', 'มงกุฎ', 'งอก', 'ขึ้น', 'บน', 'หัว', 'เสียที']"
1269,1270,พวกนักท่องเที่ยวและชาวเมืองพากันมาดูหงส์ประหลาดสีทองอย่างตื่นเต้น,23,1,1,1,1,1,"['พวก', 'นักท่องเที่ยว', 'และ', 'ชาวเมือง', 'พา', 'กัน', 'มา', 'ดู', 'หงส์', 'ประหลาด', 'สี', 'ทอง', 'อย่าง', 'ตื่นเต้น']"
1270,1271,แต่ความจริงอย่างหนึ่งก็คือ ยิ่งขนทองงอกออกมาแทนขนขาวมากขึ้น หงส์ผู้ยิ่งใหญ่ก็ยิ่งมีน้ำหนักมากขึ้น ทำให้มันว่ายน้ำลำบาก,23,-1,1,0,0,0,"['แต่', 'ความจริง', 'อย่างหนึ่ง', 'ก็', 'คือ', 'ยิ่ง', 'ขน', 'ทอง', 'งอก', 'ออกมา', 'แทน', 'ขน', 'ขาว', 'มากขึ้น', 'หงส์', 'ผู้ยิ่งใหญ่', 'ก็', 'ยิ่ง', 'มี', 'น้ำหนัก', 'มากขึ้น', 'ทำให้', 'มัน', 'ว่ายน้ำ', 'ลำบาก']"
1271,1272,พวกเป็ดมองดูพญาหงส์ผู้สูงศักดิ์อย่างแปลกใจเพราะมันลากตัวขึ้นบนตลิ่งและซ่อนตัวอยู่ใต้สะพาน,23,-1,1,1,1,0,"['พวก', 'เป็ด', 'มองดู', 'พญา', 'หงส์', 'ผู้สูงศักดิ์', 'อย่าง', 'แปลกใจ', 'เพราะ', 'มัน', 'ลากตัว', 'ขึ้น', 'บน', 'ตลิ่ง', 'และ', 'ซ่อนตัว', 'อยู่', 'ใต้', 'สะพาน']"
1272,1273,ในที่สุด เมื่อขนขาวอันสุดท้ายเปลี่ยนเป็นทอง ขณะที่มันจุ่มหัวลงในน้ำเพื่อมองหาอาหาร หงส์ ผู้ยิ่งใหญ่ก็จมดิ่งลงไปก้นคลองทันที,23,-1,-1,0,0,0,"['ในที่สุด', 'เมื่อ', 'ขน', 'ขาว', 'อัน', 'สุดท้าย', 'เปลี่ยนเป็น', 'ทอง', 'ขณะที่', 'มัน', 'จุ่ม', 'หัว', 'ลง', 'ใน', 'น้ำ', 'เพื่อ', 'มอง', 'หาอาหาร', 'หงส์', 'ผู้ยิ่งใหญ่', 'ก็', 'จมดิ่ง', 'ลง', 'ไป', 'ก้น', 'คลอง', 'ทันที']"
1273,1274,เป็ดน้อยตัวหนึ่งเห็นเข้าก็รีบดำน้ำลงไปช่วยด้วยความเป็นห่วง,23,1,1,1,1,1,"['เป็ด', 'น้อย', 'ตัว', 'หนึ่ง', 'เห็น', 'เข้า', 'ก็', 'รีบ', 'ดำ', 'น้ำลง', 'ไป', 'ช่วยด้วย', 'ความเป็นห่วง']"
1274,1275,ตอนแรกเป็ดตัวอื่นก็ไม่อยากช่วยเจ้าหงส์ขนทอง แต่ไม่นานก็ใจอ่อน พวกมันช่วยกันดึงร่างเจ้าหงส์ขึ้นมาบนตลิ่ง,23,1,1,-1,-1,0,"['ตอนแรก', 'เป็ด', 'ตัว', 'อื่น', 'ก็', 'ไม่', 'อยาก', 'ช่วย', 'เจ้า', 'หงส์', 'ขน', 'ทอง', 'แต่', 'ไม่', 'นาน', 'ก็', 'ใจอ่อน', 'พวก', 'มัน', 'ช่วยกัน', 'ดึง', 'ร่าง', 'เจ้า', 'หงส์', 'ขึ้น', 'มา', 'บน', 'ตลิ่ง']"
1275,1276,หงส์ทองนอนแผ่บนหญ้าเหมือนกับตายไปแล้ว ไม่นานมันก็ลืมตาขึ้น,23,-1,-1,-1,-1,1,"['หงส์ทอง', 'นอนแผ่', 'บน', 'หญ้า', 'เหมือนกับ', 'ตาย', 'ไป', 'แล้ว', 'ไม่', 'นาน', 'มัน', 'ก็', 'ลืมตา', 'ขึ้น']"
1276,1277,เมื่อคิดทบทวนเหตุการณ์ครู่หนึ่ง เจ้าหงส์ก็สำนึกได้ว่ามันได้รับความช่วยเหลือจากผู้ที่มันเคยดูถูกเหยียดหยามมาก่อน,23,1,1,0,0,0,"['เมื่อ', 'คิดทบทวน', 'เหตุการณ์', 'ครู่หนึ่ง', 'เจ้า', 'หงส์', 'ก็', 'สำ', 'นึกได้', 'ว่า', 'มัน', 'ได้รับ', 'ความช่วยเหลือ', 'จาก', 'ผู้', 'ที่', 'มัน', 'เคย', 'ดูถูก', 'เหยียดหยาม', 'มา', 'ก่อน']"
1277,1278,“ขอบใจเพื่อนรัก” มันพึมพำ เพราะไม่ถนัดที่จะทำตัวให้น่ารัก,23,1,1,1,1,1,"['ขอบใจ', 'เพื่อนรัก', 'มัน', 'พึมพำ', 'เพราะ', 'ไม่', 'ถนัด', 'ที่จะ', 'ทำตัว', 'ให้', 'น่ารัก']"
1278,1279,“เจ้าต้องขอบใจเป็ดน้อยต่างหาก” เป็ดตัวอื่นๆบอกพลางบุ้ยใบ้ไปที่ผู้ช่วยชีวิตตัวน้อยซึ่งยืนเขินอยู่ห่างๆ,23,1,1,1,1,1,"['เจ้า', 'ต้อง', 'ขอบใจ', 'เป็ด', 'น้อย', 'ต่างหาก', 'เป็ด', 'ตัว', 'อื่นๆ', 'บอก', 'พลาง', 'บุ้ยใบ้', 'ไป', 'ที่', 'ผู้', 'ช่วยชีวิต', 'ตัว', 'น้อย', 'ซึ่ง', 'ยืน', 'เขิน', 'อยู่ห่างๆ']"
1279,1280,“เจ้านั่นน่ะหรือ” หงส์แปลกใจ,23,0,0,1,1,0,"['เจ้า', 'นั่น', 'น่ะ', 'หรือ', 'หงส์', 'แปลกใจ']"
1280,1281,นึกขึ้นได้ว่าเจ้าตัวนี้เองที่มันเคยเกลียดที่สุด,23,-1,-1,-1,-1,1,"['นึก', 'ขึ้น', 'ได้', 'ว่า', 'เจ้าตัว', 'นี้', 'เอง', 'ที่', 'มัน', 'เคย', 'เกลียด', 'ที่สุด']"
1281,1282,“ขอบใจเจ้ามากนะ เป็ดน้อย” เจ้าหงส์บอกอย่างจริงใจ,23,1,1,1,1,1,"['ขอบใจ', 'เจ้า', 'มาก', 'นะ', 'เป็ด', 'น้อย', 'เจ้า', 'หงส์', 'บอก', 'อย่าง', 'จริงใจ']"
1282,1283,ความสำนึกผิดครั้งนี้ทำให้เกิดผลบางอย่างตามมา,23,1,0,-1,-1,0,"['ความ', 'สำนึกผิด', 'ครั้งนี้', 'ทำให้', 'เกิดผล', 'บางอย่าง', 'ตามมา']"
1283,1284,ในวันรุ่งขึ้นเมื่อตื่นขึ้น ขนทองทุกเส้นก็หายไป,23,0,1,0,0,0,"['ใน', 'วันรุ่งขึ้น', 'เมื่อ', 'ตื่นขึ้น', 'ขน', 'ทอง', 'ทุก', 'เส้น', 'ก็', 'หาย', 'ไป']"
1284,1285,และเงาสีขาวงามสง่าเช่นครั้งก่อนก็กลับคืนมาใหม่ ดูราวกับตุ๊กตากระเบื้องเคลือบที่สะท้อนภาพจากกระจกเงา,23,0,1,1,1,0,"['และ', 'เงา', 'สี', 'ขาว', 'งามสง่า', 'เช่น', 'ครั้งก่อน', 'ก็', 'กลับคืน', 'มา', 'ใหม่', 'ดู', 'ราวกับ', 'ตุ๊กตา', 'กระเบื้องเคลือบ', 'ที่', 'สะท้อน', 'ภาพ', 'จาก', 'กระจกเงา']"
1285,1286,ความประพฤติของเจ้าหงส์เปลี่ยนไปมาก สุภาพอ่อนโยนและมีน้ำใจ มันลอยอวดโฉมเพื่อรอรับเศษขนมปังที่เด็กๆ โยนใส่,23,1,1,1,1,1,"['ความประพฤติ', 'ของ', 'เจ้า', 'หงส์', 'เปลี่ยนไป', 'มาก', 'สุภาพอ่อนโยน', 'และ', 'มีน้ำใจ', 'มัน', 'ลอย', 'อวด', 'โฉม', 'เพื่อ', 'รอ', 'รับ', 'เศษ', 'ขนมปัง', 'ที่', 'เด็ก', 'โยน', 'ใส่']"
1286,1287,และคนที่ผ่านไปมามักจะแปลกใจที่เห็นมันว่ายน้ำอยู่ร่วมกับลูกเป็ดน้อยสีเทา ตัวหนึ่งเป็นประจำ,23,0,0,1,1,0,"['และ', 'คน', 'ที่', 'ผ่าน', 'ไปมา', 'มักจะ', 'แปลกใจ', 'ที่', 'เห็น', 'มัน', 'ว่ายน้ำ', 'อยู่', 'ร่วมกับ', 'ลูก', 'เป็ด', 'น้อย', 'สีเทา', 'ตัว', 'หนึ่ง', 'เป็นประจำ']"
1287,1288,ดูเหมือนมันจะรักลูกเป็ดตัวนั้นมากทีเดียว,23,1,1,1,1,1,"['ดูเหมือน', 'มัน', 'จะ', 'รัก', 'ลูก', 'เป็ด', 'ตัว', 'นั้น', 'มาก', 'ทีเดียว']"
1288,1289,สร้อยคอนกเขา,24,0,0,0,0,1,"['สร้อยคอ', 'นกเขา']"
1289,1290,อีแรน เดอเกลแปร์,24,0,0,0,0,1,"['อี', 'แร', 'เด', 'เกล', 'แปร์']"
1290,1291,โอลิเวียร์ได้นกเขาสองตัวเป็นของขวัญวันเกิด,24,0,1,1,1,0,"['โอ', 'ลิ', 'เวียร', 'ได้', 'นกเขา', 'สอง', 'ตัว', 'เป็น', 'ของขวัญ', 'วันเกิด']"
1291,1292,เขาถามปู่ว่า “ทำไมนกเขาของผมถึงมีสร้อยรอบคอล่ะครับ”,24,0,0,0,0,1,"['เขา', 'ถาม', 'ปู่', 'ว่า', 'ทำไม', 'นกเขา', 'ของ', 'ผม', 'ถึง', 'มี', 'สร้อย', 'รอบ', 'คอ', 'ล่ะ', 'ครับ']"
1292,1293,ปู่จึงเล่าให้ฟังว่า นานแสนนานมาแล้วมีนกเขาที่สวยงามมากตัวหนึ่ง,24,1,1,1,1,1,"['ปู่', 'จึง', 'เล่า', 'ให้', 'ฟัง', 'ว่า', 'นาน', 'แสน', 'นานมาแล้ว', 'มี', 'นกเขา', 'ที่', 'สวยงาม', 'มาก', 'ตัว', 'หนึ่ง']"
1293,1294,ขนของมันส่องประกายสีงาช้างและสีม่วง,24,1,1,1,1,1,"['ขน', 'ของ', 'มัน', 'ส่อง', 'ประกาย', 'สี', 'งาช้าง', 'และ', 'สีม่วง']"
1294,1295,เสียงขันของมันทำให้สวนสดชื่นตั้งแต่เช้าจดเย็น,24,1,1,1,1,1,"['เสียง', 'ขัน', 'ของ', 'มัน', 'ทำให้', 'สวน', 'สดชื่น', 'ตั้ง', 'แต่เช้า', 'จด', 'เย็น']"
1295,1296,มันมีชีวิตที่สุขสบายและมีอิสรเสรีในสิ่งแวดล้อมที่น่ารื่นรมย์,24,1,1,1,1,1,"['มัน', 'มีชีวิต', 'ที่', 'สุขสบาย', 'และ', 'มี', 'อิสร', 'เสรี', 'ใน', 'สิ่งแวดล้อม', 'ที่', 'น่ารื่นรมย์']"
1296,1297,แต่เจ้านกเขาตัวนี้เป็นนกที่เย่อหยิ่ง มันชอบคิดว่าตัวเองดีกว่าผู้อื่น,24,-1,-1,-1,-1,1,"['แต่', 'เจ้า', 'นกเขา', 'ตัว', 'นี้', 'เป็น', 'นก', 'ที่', 'เย่อหยิ่ง', 'มัน', 'ชอบ', 'คิด', 'ว่า', 'ตัวเอง', 'ดีกว่า', 'ผู้อื่น']"
1297,1298,เช้าวันหนึ่ง มันเห็นสุนัขตัวหนึ่งผ่านมาในสวน สุนัขตัวนี้มีปลอกคอหนังประดับหมุดสีทองสวยงาม,24,1,1,0,0,0,"['เช้า', 'วันหนึ่ง', 'มัน', 'เห็น', 'สุนัข', 'ตัว', 'หนึ่ง', 'ผ่าน', 'มา', 'ใน', 'สวน', 'สุนัข', 'ตัว', 'นี้', 'มี', 'ปลอก', 'คอหนัง', 'ประดับ', 'หมุด', 'สี', 'ทอง', 'สวยงาม']"
1298,1299,ทันใดนั้นเจ้านกเขาก็ตัดสินใจว่ามันจะต้องมีปลอกคอสักเส้นหนึ่งบ้าง,24,0,0,0,0,1,"['ทันใดนั้น', 'เจ้า', 'นกเขา', 'ก็', 'ตัดสินใจ', 'ว่า', 'มัน', 'จะ', 'ต้อง', 'มี', 'ปลอกคอ', 'สัก', 'เส้น', 'หนึ่ง', 'บ้าง']"
1299,1300,แต่ไม่ว่าจะสวมปลอกคอเส้นใด ลำคออันบอบบางของมันก็ไม่อาจทนรับน้ำหนักได้,24,-1,-1,-1,-1,1,"['แต่', 'ไม่', 'ว่า', 'จะ', 'สวม', 'ปลอกคอ', 'เส้น', 'ใด', 'ลำคอ', 'อัน', 'บอบบาง', 'ของ', 'มัน', 'ก็', 'ไม่', 'อาจ', 'ทน', 'รับ', 'น้ำหนัก', 'ได้']"
1300,1301,เจ้านกเขาโกรธตัวเอง และตีปีกอย่างไม่พอใจ,24,-1,-1,-1,-1,1,"['เจ้า', 'นกเขา', 'โกรธ', 'ตัวเอง', 'และ', 'ตีปีก', 'อย่าง', 'ไม่', 'พอใจ']"
1301,1302,นกกางเขนตัวหนึ่งอยากจะเอาใจนกเขา จึงไปหาสร้อยคอเล็กๆ เส้นหนึ่งมาให้,24,1,1,1,1,1,"['นก', 'กางเขน', 'ตัว', 'หนึ่ง', 'อยาก', 'จะ', 'เอาใจ', 'นกเขา', 'จึง', 'ไปหา', 'สร้อยคอ', 'เล็ก', 'เส้น', 'หนึ่ง', 'มา', 'ให้']"
1302,1303,สร้อยเส้นนั้นสะท้อนแสงแดดเป็นประกายระยิบระยับ ถึงจะไม่ใช่เครื่องประดับที่มีค่า แต่นกเขาก็พอใจมาก,24,1,1,1,1,1,"['สร้อย', 'เส้น', 'นั้น', 'สะท้อน', 'แสงแดด', 'เป็นประกาย', 'ระยิบระยับ', 'ถึง', 'จะ', 'ไม่', 'ใช่', 'เครื่องประดับ', 'ที่', 'มีค่า', 'แต่', 'นกเขา', 'ก็', 'พอใจ', 'มาก']"
1303,1304,คราวนี้มันมีปลอกคอเหมือนสุนัขตัวนั้นแล้ว,24,0,0,0,0,1,"['คราวนี้', 'มัน', 'มี', 'ปลอกคอ', 'เหมือน', 'สุนัข', 'ตัว', 'นั้น', 'แล้ว']"
1304,1305,ตั้งแต่วันนั้น เจ้านกเขายิ่งทะนงตนมากขึ้น,24,-1,-1,-1,-1,1,"['ตั้งแต่', 'วันนั้น', 'เจ้า', 'นกเขา', 'ยิ่ง', 'ทะนง', 'ตน', 'มากขึ้น']"
1305,1306,สัตว์ทุกตัวมองมันด้วยความอยากรู้อยากเห็น เพราะเป็นครั้งแรกที่เห็นนกเขาสวมสร้อยคอ,24,0,0,0,0,1,"['สัตว์', 'ทุก', 'ตัว', 'มอง', 'มัน', 'ด้วย', 'ความ', 'อยากรู้อยากเห็น', 'เพราะ', 'เป็นครั้งแรก', 'ที่', 'เห็น', 'นกเขา', 'สวม', 'สร้อยคอ']"
1306,1307,เจ้านกเขาพอใจกับของเล่นชิ้นใหม่ของตัวเองมาก มันบินไปอวดโฉมแก่เพื่อนๆ ตั้งแต่เช้าตรู่,24,1,1,1,1,1,"['เจ้า', 'นกเขา', 'พอใจ', 'กับ', 'ของเล่น', 'ชิ้น', 'ใหม่', 'ของ', 'ตัวเอง', 'มาก', 'มัน', 'บิน', 'ไป', 'อวด', 'โฉม', 'แก่', 'เพื่อน', 'ตั้งแต่', 'เช้าตรู่']"
1307,1308,และเมื่อบินอยู่เหนือสระน้ำมันก็จะส่องดูเงาเพื่อตรวจดูว่าสร้อยคอยังอยู่เรียบร้อยดีหรือเปล่า,24,1,1,1,1,1,"['และ', 'เมื่อ', 'บิน', 'อยู่', 'เหนือ', 'สระ', 'น้ำมัน', 'ก็', 'จะ', 'ส่อง', 'ดู', 'เงา', 'เพื่อ', 'ตรวจดู', 'ว่า', 'สร้อยคอ', 'ยังอยู่', 'เรียบร้อย', 'ดี', 'หรือเปล่า']"
1308,1309,วันหนึ่ง นกเขาได้พบสุนัขตัวที่สวมปลอกคอหนังประดับหมุดสีทองอีกครั้ง,24,0,0,0,0,1,"['วันหนึ่ง', 'นกเขา', 'ได้', 'พบ', 'สุนัข', 'ตัว', 'ที่', 'สวม', 'ปลอก', 'คอหนัง', 'ประดับ', 'หมุด', 'สี', 'ทอง', 'อีกครั้ง']"
1309,1310,แต่คราวนี้ที่ปลอกคอมีเชือกล่ามอยู่ด้วย เป็นอย่างนี้เอง คนเขาถึงพาสัตว์เลี้ยงไปเดินเล่นได้,24,0,0,0,0,1,"['แต่', 'คราวนี้', 'ที่', 'ปลอกคอ', 'มี', 'เชือก', 'ล่าม', 'อยู่', 'ด้วย', 'เป็น', 'อย่างนี้', 'เอง', 'คน', 'เขา', 'ถึง', 'พา', 'สัตว์เลี้ยง', 'ไป', 'เดินเล่น', 'ได้']"
1310,1311,สัตว์ที่น่าสงสารไม่มีอิสระอีกต่อไป,24,-1,-1,-1,-1,1,"['สัตว์', 'ที่', 'น่าสงสาร', 'ไม่', 'มีอิสระ', 'อีกต่อไป']"
1311,1312,เมื่อเห็นเช่นนั้น เจ้านกเขาผู้หลงตนก็เข้าใจแล้วว่าปลอกคอไม่ใช่เครื่องประดับที่มีไว้เพื่อโอ้อวด,24,-1,-1,-1,-1,1,"['เมื่อ', 'เห็น', 'เช่นนั้น', 'เจ้า', 'นกเขา', 'ผู้', 'หลง', 'ตน', 'ก็', 'เข้าใจ', 'แล้ว', 'ว่า', 'ปลอกคอ', 'ไม่', 'ใช่', 'เครื่องประดับ', 'ที่', 'มี', 'ไว้', 'เพื่อ', 'โอ้อวด']"
1312,1313,แต่กลับเป็นสิ่งแสดงความเป็นเจ้าของที่มนุษย์มีต่อสัตว์เลี้ยงของพวกเขาต่างหาก,24,0,0,0,0,1,"['แต่', 'กลับเป็น', 'สิ่ง', 'แสดง', 'ความเป็นเจ้าของ', 'ที่', 'มนุษย์', 'มี', 'ต่อ', 'สัตว์เลี้ยง', 'ของ', 'พวกเขา', 'ต่างหาก']"
1313,1314,เจ้านกเขาอยากทำให้ตัวเองเป็นอิสระโดยเร็ว,24,0,0,1,1,0,"['เจ้า', 'นกเขา', 'อยาก', 'ทำให้', 'ตัวเอง', 'เป็นอิสระ', 'โดยเร็ว']"
1314,1315,จึงดึงสร้อยคอออกและทิ้งลงไปในบึงแห่งหนึ่ง,24,0,0,0,0,1,"['จึง', 'ดึง', 'สร้อยคอ', 'xxrep', 'และ', 'ทิ้ง', 'ลง', 'ไป', 'ใน', 'บึง', 'แห่ง', 'หนึ่ง']"
1315,1316,แต่โชคร้ายที่ขนบนคอของมันยังมีรอยเส้นดำๆ จากสร้อยคอติดอยู่,24,-1,-1,-1,-1,1,"['แต่', 'โชคร้าย', 'ที่', 'ขน', 'บน', 'คอ', 'ของ', 'มัน', 'ยังมี', 'รอย', 'เส้น', 'ดำ', 'จาก', 'สร้อยคอ', 'ติด', 'อยู่']"
1316,1317,นกเขาไม่สามารถลบรอยนั้นออกได้ และถ่ายทอดมาถึงลูกหลานของมัน,24,-1,0,0,0,0,"['นกเขา', 'ไม่', 'สามารถ', 'ลบรอย', 'นั้น', 'ออก', 'ได้', 'และ', 'ถ่ายทอด', 'มาถึง', 'ลูกหลาน', 'ของ', 'มัน']"
1317,1318,นกเขาของโอลิเวียร์จึงมีสร้อยคออย่างที่เห็น,24,0,0,0,0,1,"['นกเขา', 'ของ', 'โอ', 'ลิ', 'เวียร', 'จึง', 'มี', 'สร้อยคอ', 'อย่าง', 'ที่', 'เห็น']"
1318,1319,ลิลลี่ทุ่งผู้แสนดี,25,1,1,0,0,0,"['ลิลลี่', 'ทุ่ง', 'ผู้', 'แสน', 'ดี']"
1319,1320,อีแรน เดอเกลแปร์,25,0,0,0,0,1,"['อี', 'แร', 'เด', 'เกล', 'แปร์']"
1320,1321,กาลครั้งหนึ่งนานมาแล้ว มีคนเลี้ยงแพะคนหนึ่งชื่อมาร์แตง เขารับจ้างเลี้ยงแพะให้ชาวไร่คนหนึ่ง,25,0,0,0,0,1,"['กาล', 'ครั้งหนึ่ง', 'นานมาแล้ว', 'มี', 'คนเลี้ยง', 'แพะ', 'คน', 'หนึ่ง', 'ชื่อ', 'มาร', 'แตง', 'เขา', 'รับจ้าง', 'เลี้ยง', 'แพะ', 'ให้', 'ชาวไร่', 'คน', 'หนึ่ง']"
1321,1322,มาร์แตงรักแพะที่เขาเลี้ยงมาก โดยเฉพาะซาราห์ลูกแพะน้อยที่สวยที่สุดในฝูง ซึ่งใครๆ ต่างก็พากันชื่นชม,25,1,1,1,1,1,"['มาร', 'แตง', 'รัก', 'แพะ', 'ที่', 'เขา', 'เลี้ยง', 'มาก', 'โดยเฉพาะ', 'ซา', 'รา', 'ห์', 'ลูก', 'แพะ', 'น้อย', 'ที่', 'สวย', 'ที่สุด', 'ใน', 'ฝูง', 'ซึ่ง', 'ใครๆ', 'ต่าง', 'ก็', 'พา', 'กัน', 'ชื่นชม']"
1322,1323,มีเพียงลิลลี่ทุ่งต้นเดียวที่ไม่ทำเช่นนั้น เพราะมันเห็นว่าซาราห์หยิ่งมากเกินไป,25,-1,-1,0,0,0,"['มี', 'เพียง', 'ลิลลี่', 'ทุ่ง', 'ต้น', 'เดียว', 'ที่', 'ไม่', 'ทำ', 'เช่นนั้น', 'เพราะ', 'มัน', 'เห็น', 'ว่า', 'ซา', 'รา', 'ห์', 'หยิ่ง', 'มากเกินไป']"
1323,1324,ซึ่งการทำเช่นนี้ทำให้ ซาราห์โกรธมาก,25,-1,-1,-1,-1,1,"['ซึ่ง', 'การ', 'ทำ', 'เช่นนี้', 'ทำให้', 'ซา', 'รา', 'ห์', 'โกรธ', 'มาก']"
1324,1325,ทุกครั้งที่เดินผ่าน ซาราห์ก็จะมองลิลลี่ทุ่งอย่างดูถูกว่าเป็นเพียงดอกไม้ป่าธรรมดาๆ ไม่มีทางเทียบกับมันได้,25,-1,-1,-1,-1,1,"['ทุกครั้งที่', 'เดินผ่าน', 'ซา', 'รา', 'ห์', 'ก็', 'จะ', 'มอง', 'ลิลลี่', 'ทุ่ง', 'อย่าง', 'ดูถูก', 'ว่า', 'เป็น', 'เพียง', 'ดอกไม้', 'ป่า', 'ธรรมดาๆ', 'ไม่', 'มีทาง', 'เทียบ', 'กับ', 'มัน', 'ได้']"
1325,1326,ซาราห์แสนสวยนิสัยเปลี่ยนไปทุกวัน มันชอบแกล้งเพื่อนๆ หรือแม้แต่มาร์แตงเอง,25,-1,-1,-1,-1,1,"['ซา', 'รา', 'ห์', 'แสน', 'สวย', 'นิสัย', 'เปลี่ยนไป', 'ทุกวัน', 'มัน', 'ชอบ', 'แกล้ง', 'เพื่อน', 'หรือ', 'แม้แต่', 'มาร', 'แตง', 'เอง']"
1326,1327,มันมักจะแตกฝูงบ่อยๆ และชอบไปแอบอยู่หลังพุ่มไม้ เพื่อให้มาร์แตงร้องเรียกด้วยความเป็นห่วงว่า,25,-1,-1,1,1,0,"['มัน', 'มักจะ', 'แตกฝูง', 'บ่อยๆ', 'และ', 'ชอบ', 'ไป', 'แอบ', 'อยู่', 'หลัง', 'พุ่มไม้', 'เพื่อให้', 'มาร', 'แตง', 'ร้องเรียก', 'ด้วย', 'ความเป็นห่วง', 'ว่า']"
1327,1328,แพะที่งามที่สุดของเขาจะหายไป ซาราห์รู้สึกภูมิใจมากที่เห็นเขาเที่ยววิ่งตามหา,25,1,1,1,1,1,"['แพะ', 'ที่', 'งาม', 'ที่สุด', 'ของ', 'เขา', 'จะ', 'หาย', 'ไป', 'ซา', 'รา', 'ห์', 'รู้สึก', 'ภูมิใจ', 'มาก', 'ที่', 'เห็น', 'เขา', 'เที่ยว', 'วิ่ง', 'ตามหา']"
1328,1329,ซาราห์ทำให้เพื่อนอารมณ์เสียมากขึ้นทุกที เพราะมันชอบเยาะเย้ยแพะตัวอื่นที่ไม่สวย,25,-1,-1,-1,-1,1,"['ซา', 'รา', 'ห์', 'ทำให้', 'เพื่อน', 'อารมณ์เสีย', 'มากขึ้น', 'ทุกที', 'เพราะ', 'มัน', 'ชอบ', 'เยาะเย้ย', 'แพะ', 'ตัว', 'อื่น', 'ที่', 'ไม่', 'สวย']"
